145.7563981,-16.9126302
145.7563614,-16.91191373
145.7565644,-16.91226565
145.7571712,-16.91331925
145.756094,-16.9128163
145.7564834,-16.91235335
145.7571262,-16.91298859
145.7573581,-16.91320339
145.7567981,-16.91322442
145.7572597,-16.91325895
145.7561412,-16.91264185
145.7563822,-16.9129652
145.7565037,-16.91255228
145.7567517,-16.91300515
145.7562116,-16.91288525
145.7557466,-16.9125838
145.7562875,-16.91202031
145.7561422,-16.91205635
145.756581,-16.91307027
145.7569212,-16.91273008
145.7559611,-16.91219524
145.7570631,-16.91339723
145.7557443,-16.9123441
145.7568457,-16.9126398
145.7569902,-16.91282266
145.7556252,-16.91241715
145.7565377,-16.91218505
145.7570485,-16.9129095
145.7554995,-16.91250302
145.7560522,-16.91213228
145.7567748,-16.9125474
145.755842,-16.91225442
145.7564566,-16.91302444
145.7566916,-16.9124291
145.7558392,-16.91265351
145.756703,-16.91314497
145.7566758,-16.91213624
