145.7452651,-16.92397806
145.7452715,-16.9268591
145.7448333,-16.92516195
145.7451507,-16.92641158
145.7441353,-16.92647267
145.7441421,-16.92663032
145.7449759,-16.92498115
145.7459758,-16.9245847
145.7459202,-16.9253842
145.7454941,-16.92406423
145.745542,-16.92534115
145.7460144,-16.92424614
145.744993,-16.9234948
145.7444891,-16.92508482
145.7449987,-16.92424195
145.7446301,-16.9240949
145.7445866,-16.92382375
145.7459706,-16.92440628
145.7453838,-16.92389817
145.7450875,-16.92695859
145.7457291,-16.92615119
145.7444164,-16.92420276
145.7440736,-16.9268261
145.7459737,-16.92503793
145.7445497,-16.92672352
145.7444593,-16.9237058
145.7449391,-16.9268682
145.7443063,-16.92487662
145.7454798,-16.9245625
145.7443566,-16.92454891
145.7447391,-16.92678994
145.7457945,-16.9245131
145.7459468,-16.92487642
145.7450108,-16.92460774
145.7443835,-16.92437923
145.7449999,-16.9247841
145.7453026,-16.92614404
145.7459247,-16.92522731
145.7457066,-16.92556069
145.7445799,-16.9265137
145.7453172,-16.92593591
145.7442477,-16.9260098
145.7455767,-16.92642998
145.7444216,-16.92347944
145.7456616,-16.92449168
145.7454858,-16.92558372
145.7453423,-16.92556403
145.7442475,-16.92552309
145.7447497,-16.92606938
145.7453912,-16.92642064
145.7454877,-16.92613855
145.7441402,-16.92628437
145.7453931,-16.9253287
145.7442136,-16.9258676
145.7446151,-16.92350337
145.745712,-16.92479936
145.7451134,-16.92613767
145.7445392,-16.92690061
145.7449703,-16.92367981
145.7455356,-16.92490353
145.745414,-16.92355562
145.7458951,-16.9256396
145.7453633,-16.92571434
145.7443999,-16.92402845
145.7447763,-16.9258323
145.7455811,-16.92510855
145.7442639,-16.92523238
145.7449808,-16.92387835
145.7449906,-16.92407673
145.7442485,-16.92537318
145.7454638,-16.92437326
145.7455725,-16.92357341
145.7441708,-16.92615262
145.7457552,-16.92537025
145.7457492,-16.92357841
145.7442829,-16.92571738
145.7442672,-16.92687395
145.7450135,-16.92514115
145.7454047,-16.92374595
145.7443141,-16.92504403
145.7444439,-16.92386397
145.7455617,-16.92390507
145.745978,-16.92393179
145.745795,-16.9259804
145.745759,-16.92642881
145.7448294,-16.92556938
145.7456327,-16.9257363
145.7455375,-16.92596266
145.7453784,-16.92521225
145.7454348,-16.92423654
145.7452759,-16.92676355
145.7456878,-16.92703291
145.7460084,-16.92379248
145.7443076,-16.92472119
145.7450248,-16.92443252
145.7460479,-16.92359065
145.7443954,-16.92588954
145.7454692,-16.92692485
145.7460615,-16.92409387
145.7455144,-16.92376642
145.745728,-16.92684399
145.7455061,-16.92471394
145.7452701,-16.92696
145.7459699,-16.92470752
145.7450122,-16.92670485
145.745731,-16.92665861
