145.7327912,-16.9169148
145.7329148,-16.91683275
145.7320909,-16.91745407
145.7313756,-16.91741249
145.732911,-16.91729429
145.7311811,-16.91737319
145.7317883,-16.91700073
145.7314509,-16.91697528
145.7319609,-16.9170245
145.7321752,-16.91699473
145.7328878,-16.91752063
145.7325003,-16.91704391
145.7325267,-16.9168542
145.7323393,-16.9170478
145.732167,-16.91759928
145.7312456,-16.91696245
145.7309905,-16.91722045
145.7324591,-16.91753365
145.7319117,-16.91744078
145.7325246,-16.91674423
145.7317185,-16.91742442
145.732308,-16.91745944
145.7329991,-16.91712168
145.7315446,-16.91738113
